crew_row_id,movie_id,person_id,person_name,job,department
1322,8355,6056,Mike Reiss,Screenplay,Writing
1323,51497,58191,Chris Morgan,Screenplay,Writing
1324,51497,58189,Justin Lin,Director,Directing
1325,187,2294,Robert Rodriguez,Director,Directing
1326,187,2293,Frank Miller,Director,Directing
1327,187,6085456,Robert Rodríguez,Writer,Writing
1328,187,2293,Frank Miller,Writer,Writing
1329,8392,608,Hayao Miyazaki,Director,Directing
1330,8392,608,Hayao Miyazaki,Screenplay,Writing
1331,158015,53120,James DeMonaco,Director,Directing
1332,158015,53120,James DeMonaco,Writer,Writing
1333,569094,2451598,Kemp Powers,Director,Directing
1334,569094,1046497,Justin K. Thompson,Director,Directing
1335,569094,107446,Phil Lord,Writer,Writing
1336,569094,155267,Christopher Miller,Writer,Writing
1337,569094,57264,David Callaham,Writer,Writing
1338,569094,89596,Joaquim Dos Santos,Director,Directing
1339,402900,23964,Gary Ross,Director,Directing
1340,402900,23964,Gary Ross,Screenplay,Writing
1341,402900,1625557,Olivia Milch,Screenplay,Writing
1342,314365,17867,Tom McCarthy,Writer,Writing
1343,314365,17867,Tom McCarthy,Director,Directing
1344,314365,1219529,Josh Singer,Writer,Writing
1345,91314,865,Michael Bay,Director,Directing
1346,91314,15244,Ehren Kruger,Writer,Writing
1347,4348,36588,Joe Wright,Director,Directing
1348,4348,36652,Deborah Moggach,Screenplay,Writing
1349,594,8686,Sacha Gervasi,Screenplay,Writing
1350,594,488,Steven Spielberg,Director,Directing
1351,594,2689,Jeff Nathanson,Screenplay,Writing
1352,38700,40223,Joe Carnahan,Screenplay,Writing
1353,38700,1399842,Bilall Fallah,Director,Directing
1354,38700,1399841,Adil El Arbi,Director,Directing
1355,38700,1986351,Chris Bremner,Screenplay,Writing
1356,38700,225633,Peter Craig,Screenplay,Writing
1357,333371,568322,Dan Trachtenberg,Director,Directing
1358,333371,1117947,Josh Campbell,Screenplay,Writing
1359,333371,1493738,Matthew Stuecken,Screenplay,Writing
1360,333371,136495,Damien Chazelle,Screenplay,Writing
1361,290250,1108,Shane Black,Director,Directing
1362,290250,1108,Shane Black,Writer,Writing
1363,290250,1182718,Anthony Bagarozzi,Writer,Writing
1364,9552,15175,William Friedkin,Director,Directing
1365,9552,57922,William Peter Blatty,Screenplay,Writing
1366,493922,1145520,Ari Aster,Writer,Writing
1367,493922,1145520,Ari Aster,Director,Directing
1368,1366,16513,John G. Avildsen,Director,Directing
1369,1366,16483,Sylvester Stallone,Writer,Writing
1370,466282,72036,Susan Johnson,Director,Directing
1371,466282,2109683,Sofia Alvarez,Screenplay,Writing
1372,616037,55934,Taika Waititi,Writer,Writing
1373,616037,1721377,Jennifer Kaytin Robinson,Writer,Writing
1374,616037,55934,Taika Waititi,Director,Directing
1375,22538,58744,Michael Bacall,Screenplay,Writing
1376,22538,11090,Edgar Wright,Director,Directing
1377,22538,11090,Edgar Wright,Screenplay,Writing
1378,95,865,Michael Bay,Director,Directing
1379,95,876,Jonathan Hensleigh,Screenplay,Writing
1380,95,15344,J.J. Abrams,Screenplay,Writing
1381,22970,47506,Drew Goddard,Director,Directing
1382,22970,47506,Drew Goddard,Screenplay,Writing
1383,22970,12891,Joss Whedon,Screenplay,Writing
1384,170,2034,Danny Boyle,Director,Directing
1385,170,2036,Alex Garland,Writer,Writing
1386,268,510,Tim Burton,Director,Directing
1387,268,913,Warren Skaaren,Screenplay,Writing
1388,268,3795,Sam Hamm,Screenplay,Writing
1389,10764,455,Paul Haggis,Screenplay,Writing
1390,10764,10782,Neal Purvis,Screenplay,Writing
1391,10764,10783,Robert Wade,Screenplay,Writing
1392,10764,12995,Marc Forster,Director,Directing
1393,315837,228134,Rupert Sanders,Director,Directing
1394,315837,55391,Jamie Moss,Screenplay,Writing
1395,315837,15244,Ehren Kruger,Screenplay,Writing
1396,315837,60185,William Wheeler,Screenplay,Writing
1397,35,197,David Silverman,Director,Directing
1398,35,5741,Matt Groening,Screenplay,Writing
1399,35,3388,James L. Brooks,Screenplay,Writing
1400,35,7088,Sam Simon,Screenplay,Writing
1401,35,162931,Al Jean,Screenplay,Writing
1402,35,58178,David Mirkin,Screenplay,Writing
1403,35,6056,Mike Reiss,Screenplay,Writing
1404,35,165810,Mike Scully,Screenplay,Writing
1405,35,165843,Matt Selman,Screenplay,Writing
1406,35,239,Jon Vitti,Screenplay,Writing
1407,35,1216632,Ian Maxtone-Graham,Screenplay,Writing
1408,35,963556,John Swartzwelder,Screenplay,Writing
1409,35,1216631,George Meyer,Screenplay,Writing
1410,187017,107446,Phil Lord,Director,Directing
1411,187017,155267,Christopher Miller,Director,Directing
1412,187017,58744,Michael Bacall,Screenplay,Writing
1413,187017,1090787,Oren Uziel,Screenplay,Writing
1414,187017,59918,Rodney Rothman,Screenplay,Writing
1415,2108,11505,John Hughes,Director,Directing
1416,2108,11505,John Hughes,Writer,Writing
1417,254,108,Peter Jackson,Director,Directing
1418,254,128,Philippa Boyens,Writer,Writing
1419,254,126,Fran Walsh,Writer,Writing
1420,254,108,Peter Jackson,Writer,Writing
1421,137106,107446,Phil Lord,Screenplay,Writing
1422,137106,107446,Phil Lord,Director,Directing
1423,137106,155267,Christopher Miller,Director,Directing
1424,137106,155267,Christopher Miller,Screenplay,Writing
1425,49013,7879,John Lasseter,Director,Directing
1426,49013,129975,Ben Queen,Screenplay,Writing
1427,328111,124748,Chris Renaud,Director,Directing
1428,328111,52360,Ken Daurio,Writer,Writing
1429,328111,52361,Cinco Paul,Writer,Writing
1430,328111,1024175,Brian Lynch,Writer,Writing
1431,339846,71600,Seth Gordon,Director,Directing
1432,339846,51908,Damian Shannon,Screenplay,Writing
1433,339846,51909,Mark Swift,Screenplay,Writing
1434,278927,15277,Jon Favreau,Director,Directing
1435,278927,78428,Justin Marks,Screenplay,Writing
1436,198184,82194,Neill Blomkamp,Director,Directing
1437,198184,82194,Neill Blomkamp,Writer,Writing
1438,198184,82195,Terri Tatchell,Writer,Writing
1439,447365,15218,James Gunn,Writer,Writing
1440,447365,15218,James Gunn,Director,Directing
1441,4011,510,Tim Burton,Director,Directing
1442,4011,34534,Michael McDowell,Screenplay,Writing
1443,4011,913,Warren Skaaren,Screenplay,Writing
1444,537915,1586194,Jenny Gage,Director,Directing
1445,537915,74277,Susan McMartin,Screenplay,Writing
1446,537915,1586194,Jenny Gage,Screenplay,Writing
1447,537915,1612661,Tom Betterton,Screenplay,Writing
1448,537915,2246668,Tamara Chestna,Screenplay,Writing
1449,396535,939147,Yeon Sang-ho,Director,Directing
1450,396535,1282607,Park Joo-suk,Writer,Writing
1451,615457,1169024,Ilya Naishuller,Director,Directing
1452,615457,1076800,Derek Kolstad,Screenplay,Writing
1453,949,638,Michael Mann,Director,Directing
1454,949,638,Michael Mann,Writer,Writing
1455,335797,52842,Garth Jennings,Director,Directing
1456,335797,52842,Garth Jennings,Writer,Writing
1457,336843,1257144,T.S. Nowlin,Screenplay,Writing
1458,336843,1179066,Wes Ball,Director,Directing
1459,1979,20401,Don Payne,Screenplay,Writing
1460,1979,20400,Tim Story,Director,Directing
1461,1979,58837,Mark Frost,Screenplay,Writing
1462,10144,15810,Ron Clements,Director,Directing
1463,10144,15811,John Musker,Director,Directing
1464,10144,15811,John Musker,Writer,Writing
1465,10144,15810,Ron Clements,Writer,Writing
1466,2503,1921,George Nolfi,Screenplay,Writing
1467,2503,19014,Scott Z. Burns,Screenplay,Writing
1468,2503,25598,Paul Greengrass,Director,Directing
1469,2503,19242,Tony Gilroy,Screenplay,Writing
1470,4638,11090,Edgar Wright,Director,Directing
1471,4638,11090,Edgar Wright,Screenplay,Writing
1472,4638,11108,Simon Pegg,Screenplay,Writing
1473,50544,82511,Will Gluck,Director,Directing
1474,50544,82511,Will Gluck,Screenplay,Writing
1475,50544,147711,Keith Merryman,Screenplay,Writing
1476,50544,147712,David A. Newman,Screenplay,Writing
1477,2105,3289,Paul Weitz,Director,Directing
1478,2105,21584,Adam Herz,Screenplay,Writing
1479,1372,1997,Charles Leavitt,Screenplay,Writing
1480,1372,9181,Edward Zwick,Director,Directing
1481,338970,87877,Roar Uthaug,Director,Directing
1482,338970,1612453,Geneva Robertson-Dworet,Screenplay,Writing
1483,338970,969551,Alastair Siddons,Screenplay,Writing
1484,337167,15890,James Foley,Director,Directing
1485,337167,152003,Niall Leonard,Screenplay,Writing
1486,27578,57264,David Callaham,Screenplay,Writing
1487,27578,16483,Sylvester Stallone,Director,Directing
1488,27578,16483,Sylvester Stallone,Screenplay,Writing
1489,116745,20647,Steven Conrad,Screenplay,Writing
1490,116745,7399,Ben Stiller,Director,Directing
1491,8871,6159,Ron Howard,Director,Directing
1492,8871,12100,Jeffrey Price,Screenplay,Writing
1493,8871,12101,Peter S. Seaman,Screenplay,Writing
1494,1954,20218,Eric Bress,Screenplay,Writing
1495,1954,20218,Eric Bress,Director,Directing
1496,1954,20219,J. Mackye Gruber,Director,Directing
1497,1954,20219,J. Mackye Gruber,Screenplay,Writing
1498,561,10947,Kevin Brodbin,Screenplay,Writing
1499,561,10948,Frank A. Cappello,Screenplay,Writing
1500,561,10943,Francis Lawrence,Director,Directing
1501,340666,120615,Tom Ford,Director,Directing
1502,340666,120615,Tom Ford,Screenplay,Writing
1503,256591,56411,Glenn Ficarra,Director,Directing
1504,256591,56412,John Requa,Director,Directing
1505,256591,56412,John Requa,Writer,Writing
1506,256591,56411,Glenn Ficarra,Writer,Writing
1507,406997,19311,Stephen Chbosky,Director,Directing
1508,406997,20647,Steven Conrad,Screenplay,Writing
1509,406997,19311,Stephen Chbosky,Screenplay,Writing
1510,406997,207132,Jack Thorne,Screenplay,Writing
1511,598,8561,Bráulio Mantovani,Screenplay,Writing
1512,598,8557,Fernando Meirelles,Director,Directing
1513,58595,228135,Evan Daugherty,Screenplay,Writing
1514,58595,228134,Rupert Sanders,Director,Directing
1515,58595,54040,John Lee Hancock,Screenplay,Writing
1516,58595,56960,Hossein Amini,Screenplay,Writing
1517,693134,137427,Denis Villeneuve,Screenplay,Writing
1518,693134,137427,Denis Villeneuve,Director,Directing
1519,693134,564940,Jon Spaihts,Screenplay,Writing
1520,345940,20516,Dean Georgaris,Screenplay,Writing
1521,345940,112947,Erich Hoeber,Screenplay,Writing
1522,345940,112948,Jon Hoeber,Screenplay,Writing
1523,345940,12962,Jon Turteltaub,Director,Directing
1524,2502,25598,Paul Greengrass,Director,Directing
1525,2502,19242,Tony Gilroy,Screenplay,Writing
1526,530385,1145520,Ari Aster,Writer,Writing
1527,530385,1145520,Ari Aster,Director,Directing
1528,584,7865,Michael Brandt,Screenplay,Writing
1529,584,8161,Derek Haas,Screenplay,Writing
1530,584,6482,John Singleton,Director,Directing
1531,8363,54733,Greg Mottola,Director,Directing
1532,8363,54734,Evan Goldberg,Writer,Writing
1533,8363,19274,Seth Rogen,Writer,Writing
1534,545611,1383612,Daniel Kwan,Writer,Writing
1535,545611,1317730,Daniel Scheinert,Writer,Writing
1536,545611,1317730,Daniel Scheinert,Director,Directing
1537,545611,1383612,Daniel Kwan,Director,Directing
1538,153,1769,Sofia Coppola,Director,Directing
1539,153,1769,Sofia Coppola,Writer,Writing
1540,57800,71729,Steve Martino,Director,Directing
1541,57800,229962,Michael Thurmeier,Director,Directing
1542,57800,5716,Michael Berg,Screenplay,Writing
1543,57800,131947,Jason Fuchs,Screenplay,Writing
1544,404368,567562,Phil Johnston,Director,Directing
1545,404368,165787,Rich Moore,Director,Directing
1546,404368,567562,Phil Johnston,Screenplay,Writing
1547,404368,1232621,Pamela Ribon,Screenplay,Writing
1548,121856,549310,Justin Kurzel,Director,Directing
1549,121856,1273117,Michael Lesslie,Screenplay,Writing
1550,121856,59265,Adam Cooper,Screenplay,Writing
1551,121856,59266,Bill Collage,Screenplay,Writing
1552,458723,291263,Jordan Peele,Director,Directing
1553,458723,291263,Jordan Peele,Writer,Writing
1554,44115,57631,Simon Beaufoy,Screenplay,Writing
1555,44115,2034,Danny Boyle,Director,Directing
1556,44115,2034,Danny Boyle,Screenplay,Writing
1557,487558,1925067,David Rabinowitz,Writer,Writing
1558,487558,5281,Spike Lee,Writer,Writing
1559,487558,1925068,Charlie Wachtel,Writer,Writing
1560,487558,91585,Kevin Willmott,Writer,Writing
1561,487558,5281,Spike Lee,Director,Directing
1562,603692,2104243,Shay Hatten,Writer,Writing
1563,603692,113307,Michael Finch,Writer,Writing
1564,603692,40644,Chad Stahelski,Director,Directing
1565,339964,59,Luc Besson,Writer,Writing
1566,339964,59,Luc Besson,Director,Directing
1567,257344,56728,Tim Herlihy,Screenplay,Writing
1568,257344,10965,Chris Columbus,Director,Directing
1569,257344,132315,Timothy Dowling,Screenplay,Writing
1570,4232,26458,Kevin Williamson,Screenplay,Writing
1571,4232,5140,Wes Craven,Director,Directing
1572,1091,11770,John Carpenter,Director,Directing
1573,1091,15406,Bill Lancaster,Screenplay,Writing
1574,214756,52139,Seth MacFarlane,Director,Directing
1575,214756,52139,Seth MacFarlane,Writer,Writing
1576,214756,570785,Alec Sulkin,Writer,Writing
1577,214756,1224494,Wellesley Wild,Writer,Writing
1578,300669,932248,Fede Álvarez,Director,Directing
1579,300669,932248,Fede Álvarez,Writer,Writing
1580,300669,1046225,Rodo Sayagues,Writer,Writing
1581,408,5452,Dick Rickard,Screenplay,Writing
1582,408,5450,Richard Creedon,Screenplay,Writing
1583,408,5449,Ted Sears,Screenplay,Writing
1584,408,5453,Earl Hurd,Screenplay,Writing
1585,408,5451,Otto Englander,Screenplay,Writing
1586,408,5446,David Hand,Director,Directing
1587,408,5456,Webb Smith,Screenplay,Writing
1588,408,5455,Dorothy Ann Blank,Screenplay,Writing
1589,408,5454,Merrill De Maris,Screenplay,Writing
1590,408,11426,Ben Sharpsteen,Director,Directing
1591,408,67373,William Cottrell,Director,Directing
1592,408,564042,Larry Morey,Director,Directing
1593,408,52218,Perce Pearce,Director,Directing
1594,408,11434,Wilfred Jackson,Director,Directing
1595,10192,64151,Mike Mitchell,Director,Directing
1596,10192,113664,Josh Klausner,Writer,Writing
1597,10192,582919,Darren Lemke,Writer,Writing
1598,312221,1056121,Ryan Coogler,Director,Directing
1599,312221,1485107,Aaron Covington,Screenplay,Writing
1600,312221,1056121,Ryan Coogler,Screenplay,Writing
1601,20526,86270,Joseph Kosinski,Director,Directing
1602,20526,1214366,Edward Kitsis,Screenplay,Writing
1603,20526,1214367,Adam Horowitz,Screenplay,Writing
1604,20526,51996,Brian Klugman,Screenplay,Writing
1605,20526,929917,Lee Sternthal,Screenplay,Writing
1606,49444,142312,Jennifer Yuh Nelson,Director,Directing
1607,49444,57744,Jonathan Aibel,Writer,Writing
1608,49444,57743,Glenn Berger,Writer,Writing
1609,11970,15810,Ron Clements,Screenplay,Writing
1610,11970,15811,John Musker,Screenplay,Writing
1611,11970,56041,Irene Mecchi,Screenplay,Writing
1612,11970,15810,Ron Clements,Director,Directing
1613,11970,57670,Don McEnery,Screenplay,Writing
1614,11970,57671,Bob Shaw,Screenplay,Writing
1615,11970,15811,John Musker,Director,Directing
1616,395992,125738,Daniel Espinosa,Director,Directing
1617,395992,7932,Rhett Reese,Writer,Writing
1618,395992,91269,Paul Wernick,Writer,Writing
1619,163,1884,Steven Soderbergh,Director,Directing
1620,163,1921,George Nolfi,Writer,Writing
1621,4247,35689,Keenen Ivory Wayans,Director,Directing
1622,4247,35690,Shawn Wayans,Screenplay,Writing
1623,4247,35692,Buddy Johnson,Screenplay,Writing
1624,4247,35693,Phil Beauman,Screenplay,Writing
1625,4247,35694,Jason Friedberg,Screenplay,Writing
1626,4247,35734,Aaron Seltzer,Screenplay,Writing
1627,4247,9562,Marlon Wayans,Screenplay,Writing
1628,341174,15890,James Foley,Director,Directing
1629,341174,152003,Niall Leonard,Screenplay,Writing
1630,7191,32278,Matt Reeves,Director,Directing
1631,7191,47506,Drew Goddard,Screenplay,Writing
1632,9693,11218,Alfonso Cuarón,Director,Directing
1633,9693,21204,David Arata,Screenplay,Writing
1634,9693,11218,Alfonso Cuarón,Screenplay,Writing
1635,9693,58588,Timothy J. Sexton,Screenplay,Writing
1636,9693,79209,Hawk Ostby,Screenplay,Writing
1637,9693,79207,Mark Fergus,Screenplay,Writing
1638,331,4945,Joe Johnston,Director,Directing
1639,331,4946,Peter Buchman,Writer,Writing
1640,331,13235,Alexander Payne,Writer,Writing
1641,331,4948,Jim Taylor,Writer,Writing
1642,773,16960,Valerie Faris,Director,Directing
1643,773,16959,Jonathan Dayton,Director,Directing
1644,773,16961,Michael Arndt,Writer,Writing
1645,96721,6159,Ron Howard,Director,Directing
1646,96721,15730,Peter Morgan,Writer,Writing
1647,619264,2374023,Galder Gaztelu-Urrutia,Director,Directing
1648,619264,1317749,David Desola,Screenplay,Writing
1649,619264,1060140,Pedro Rivero,Screenplay,Writing
1650,65,323,Curtis Hanson,Director,Directing
1651,65,324,Scott Silver,Writer,Writing
1652,13804,58189,Justin Lin,Director,Directing
1653,13804,58191,Chris Morgan,Writer,Writing
1654,32657,10965,Chris Columbus,Director,Directing
1655,32657,67776,Craig Titley,Screenplay,Writing
1656,766507,568322,Dan Trachtenberg,Director,Directing
1657,766507,1061155,Patrick Aison,Screenplay,Writing
1658,587,510,Tim Burton,Director,Directing
1659,587,1300,John August,Screenplay,Writing
1660,384018,58191,Chris Morgan,Screenplay,Writing
1661,384018,1239407,Drew Pearce,Screenplay,Writing
1662,384018,40684,David Leitch,Director,Directing
1663,168672,17883,David O. Russell,Writer,Writing
1664,168672,17883,David O. Russell,Director,Directing
1665,168672,1279644,Eric Warren Singer,Writer,Writing
1666,1824,13426,Peter Segal,Director,Directing
1667,1824,19294,George Wing,Screenplay,Writing
1668,59436,1243,Woody Allen,Director,Directing
1669,59436,1243,Woody Allen,Writer,Writing
1670,1734,7775,Stephen Sommers,Director,Directing
1671,1734,7775,Stephen Sommers,Writer,Writing
1672,363676,190,Clint Eastwood,Director,Directing
1673,363676,52000,Todd Komarnicki,Writer,Writing
1674,385128,58189,Justin Lin,Screenplay,Writing
1675,385128,58189,Justin Lin,Director,Directing
1676,385128,1376477,Daniel Casey,Screenplay,Writing
1677,223702,142587,Greg Tiernan,Director,Directing
1678,223702,12080,Conrad Vernon,Director,Directing
1679,223702,19274,Seth Rogen,Screenplay,Writing
1680,223702,54734,Evan Goldberg,Screenplay,Writing
1681,223702,1206449,Ariel Shaffir,Screenplay,Writing
1682,223702,1206448,Kyle Hunter,Screenplay,Writing
1683,310131,138781,Robert Eggers,Writer,Writing
1684,310131,138781,Robert Eggers,Director,Directing
1685,14574,55299,Mark Herman,Screenplay,Writing
1686,14574,55299,Mark Herman,Director,Directing
1687,75780,9033,Christopher McQuarrie,Screenplay,Writing
1688,75780,9033,Christopher McQuarrie,Director,Directing
1689,9615,58189,Justin Lin,Director,Directing
1690,9615,58191,Chris Morgan,Screenplay,Writing
1691,44826,1032,Martin Scorsese,Director,Directing
1692,44826,932,John Logan,Screenplay,Writing
1693,621,8877,Bronté Woodard,Screenplay,Writing
1694,621,8876,Randal Kleiser,Director,Directing
1695,44912,10702,Martin Campbell,Director,Directing
1696,44912,88967,Greg Berlanti,Screenplay,Writing
1697,44912,10296,Michael Goldenberg,Screenplay,Writing
1698,44912,171830,Marc Guggenheim,Screenplay,Writing
1699,44912,191937,Michael Green,Screenplay,Writing
1700,956,15344,J.J. Abrams,Director,Directing
1701,956,15345,Alex Kurtzman,Writer,Writing
1702,956,15346,Roberto Orci,Writer,Writing
1703,956,15344,J.J. Abrams,Writer,Writing
1704,282035,15345,Alex Kurtzman,Director,Directing
1705,282035,508,David Koepp,Screenplay,Writing
1706,282035,9033,Christopher McQuarrie,Screenplay,Writing
1707,282035,2695,Dylan Kussman,Screenplay,Writing
1708,718930,40684,David Leitch,Director,Directing
1709,718930,2601912,Zak Olkewicz,Screenplay,Writing
1710,7326,52443,Jason Reitman,Director,Directing
1711,7326,52444,Diablo Cody,Writer,Writing
1712,324852,52360,Ken Daurio,Writer,Writing
1713,324852,124747,Pierre Coffin,Director,Directing
1714,324852,8023,Kyle Balda,Director,Directing
1715,324852,52361,Cinco Paul,Writer,Writing
1716,65754,7467,David Fincher,Director,Directing
1717,65754,2260,Steven Zaillian,Screenplay,Writing
1718,8909,7865,Michael Brandt,Screenplay,Writing
1719,8909,8161,Derek Haas,Screenplay,Writing
1720,8909,58191,Chris Morgan,Screenplay,Writing
1721,8909,23430,Timur Bekmambetov,Director,Directing
1722,955,11057,Robert Towne,Screenplay,Writing
1723,955,11401,John Woo,Director,Directing
1724,62213,510,Tim Burton,Director,Directing
1725,62213,565491,Seth Grahame-Smith,Screenplay,Writing
1726,616,9181,Edward Zwick,Screenplay,Writing
1727,616,9182,Marshall Herskovitz,Screenplay,Writing
1728,616,932,John Logan,Screenplay,Writing
1729,616,9181,Edward Zwick,Director,Directing
1730,18240,84435,Peter Chiarelli,Writer,Writing
1731,18240,29214,Anne Fletcher,Director,Directing
1732,9339,57370,Frank Coraci,Director,Directing
1733,9339,4485,Steve Koren,Writer,Writing
1734,9339,4486,Mark O'Keefe,Writer,Writing
1735,427641,132876,Brad Peyton,Director,Directing
1736,427641,1167458,Ryan J. Condal,Screenplay,Writing
1737,427641,1325800,Ryan Engle,Screenplay,Writing
1738,427641,161839,Carlton Cuse,Screenplay,Writing
1739,427641,66549,Adam Sztykiel,Screenplay,Writing
1740,142,1805,Diana Ossana,Screenplay,Writing
1741,142,1807,Larry McMurtry,Screenplay,Writing
1742,142,1614,Ang Lee,Director,Directing
1743,49519,71267,Kirk DeMicco,Director,Directing
1744,49519,66193,Chris Sanders,Director,Directing
1745,49519,66193,Chris Sanders,Screenplay,Writing
1746,49519,71267,Kirk DeMicco,Screenplay,Writing
1747,505642,1056121,Ryan Coogler,Screenplay,Writing
1748,505642,1151834,Joe Robert Cole,Screenplay,Writing
1749,505642,1056121,Ryan Coogler,Director,Directing
1750,398978,1032,Martin Scorsese,Director,Directing
1751,398978,2260,Steven Zaillian,Screenplay,Writing
1752,376867,92784,Barry Jenkins,Director,Directing
1753,376867,92784,Barry Jenkins,Screenplay,Writing
1754,83542,9339,Lilly Wachowski,Director,Directing
1755,83542,9340,Lana Wachowski,Director,Directing
1756,83542,9340,Lana Wachowski,Screenplay,Writing
1757,83542,9339,Lilly Wachowski,Screenplay,Writing
1758,83542,1071,Tom Tykwer,Screenplay,Writing
1759,83542,1071,Tom Tykwer,Director,Directing
1760,109424,25598,Paul Greengrass,Director,Directing
1761,109424,21807,Billy Ray,Screenplay,Writing
1762,7345,4762,Paul Thomas Anderson,Director,Directing
1763,7345,4762,Paul Thomas Anderson,Writer,Writing
1764,38055,18864,Tom McGrath,Director,Directing
1765,38055,119497,Brent Simons,Writer,Writing
1766,38055,119496,Alan Schoolcraft,Writer,Writing
1767,322,190,Clint Eastwood,Director,Directing
1768,322,4723,Brian Helgeland,Screenplay,Writing
1769,1487,10828,Guillermo del Toro,Screenplay,Writing
1770,1487,10828,Guillermo del Toro,Director,Directing
1771,1487,66266,Mike Mignola,Writer,Writing
1772,1487,1473983,Peter Briggs,Writer,Writing
1773,295693,14172,Michael McCullers,Writer,Writing
1774,295693,18864,Tom McGrath,Director,Directing
1775,520763,17697,John Krasinski,Writer,Writing
1776,520763,17697,John Krasinski,Director,Directing
1777,10527,18863,Eric Darnell,Director,Directing
1778,10527,18864,Tom McGrath,Director,Directing
1779,10527,18863,Eric Darnell,Writer,Writing
1780,10527,18864,Tom McGrath,Writer,Writing
1781,10527,52803,Etan Cohen,Writer,Writing
1782,454983,1066705,Vince Marcello,Director,Directing
1783,454983,1066705,Vince Marcello,Screenplay,Writing
1784,10201,59026,Peyton Reed,Director,Directing
1785,10201,52934,Nicholas Stoller,Screenplay,Writing
1786,10201,62763,Jarrad Paul,Screenplay,Writing
1787,10201,240376,Andrew Mogel,Screenplay,Writing
1788,492188,5656,Noah Baumbach,Writer,Writing
1789,492188,5656,Noah Baumbach,Director,Directing
1790,302946,77003,Gavin O'Connor,Director,Directing
1791,302946,1281388,Bill Dubuque,Writer,Writing
1792,508,7018,Richard Curtis,Director,Directing
1793,508,7018,Richard Curtis,Screenplay,Writing
1794,150689,11181,Kenneth Branagh,Director,Directing
1795,150689,3288,Chris Weitz,Screenplay,Writing
1796,2668,12047,Andrew Kevin Walker,Screenplay,Writing
1797,2668,510,Tim Burton,Director,Directing
1798,37735,82511,Will Gluck,Director,Directing
1799,37735,930426,Bert V. Royal,Writer,Writing
1800,2649,7467,David Fincher,Director,Directing
1801,2649,7214,John Brancato,Writer,Writing
1802,2649,7215,Michael Ferris,Writer,Writing
1803,447404,65630,Rob Letterman,Director,Directing
1804,447404,1380819,Dan Hernandez,Screenplay,Writing
1805,447404,1020013,Derek Connolly,Screenplay,Writing
1806,447404,65630,Rob Letterman,Screenplay,Writing
1807,447404,1380820,Benji Samit,Screenplay,Writing
1808,49018,2127,James Wan,Director,Directing
1809,49018,2128,Leigh Whannell,Writer,Writing
1810,158852,7087,Brad Bird,Director,Directing
1811,158852,28974,Damon Lindelof,Screenplay,Writing
1812,158852,7087,Brad Bird,Screenplay,Writing
1813,37135,65600,Noni White,Screenplay,Writing
1814,37135,15774,Chris Buck,Director,Directing
1815,37135,65599,Bob Tzudiker,Screenplay,Writing
1816,37135,15775,Kevin Lima,Director,Directing
1817,37135,61950,Tab Murphy,Screenplay,Writing
1818,257211,17698,Nancy Meyers,Director,Directing
1819,257211,17698,Nancy Meyers,Writer,Writing
1820,13448,5575,Akiva Goldsman,Screenplay,Writing
1821,13448,6159,Ron Howard,Director,Directing
1822,13448,508,David Koepp,Screenplay,Writing
1823,11688,61411,Mark Dindal,Director,Directing
1824,11688,11,David Reynolds,Screenplay,Writing
1825,296,7213,Jonathan Mostow,Director,Directing
1826,296,7214,John Brancato,Screenplay,Writing
1827,296,7215,Michael Ferris,Screenplay,Writing
1828,18360,17825,Shawn Levy,Director,Directing
1829,18360,59413,Robert Ben Garant,Writer,Writing
1830,18360,539,Thomas Lennon,Writer,Writing
1831,527774,227439,Don Hall,Director,Directing
1832,527774,1932178,Carlos López Estrada,Director,Directing
1833,527774,1822324,Qui Nguyen,Screenplay,Writing
1834,527774,1215038,Adele Lim,Screenplay,Writing
1835,68735,81850,Duncan Jones,Director,Directing
1836,68735,1997,Charles Leavitt,Writer,Writing
1837,68735,81850,Duncan Jones,Writer,Writing
1838,195589,52934,Nicholas Stoller,Director,Directing
1839,195589,1085179,Andrew J. Cohen,Writer,Writing
1840,195589,184582,Brendan O'Brien,Writer,Writing
1841,296098,1223,Joel Coen,Writer,Writing
1842,296098,488,Steven Spielberg,Director,Directing
1843,296098,1224,Ethan Coen,Writer,Writing
1844,296098,1323533,Matt Charman,Writer,Writing
1845,3131,2260,Steven Zaillian,Screenplay,Writing
1846,3131,30711,Kenneth Lonergan,Screenplay,Writing
1847,3131,1032,Martin Scorsese,Director,Directing
1848,3131,14393,Jay Cocks,Screenplay,Writing
1849,6957,41039,Judd Apatow,Director,Directing
1850,6957,41039,Judd Apatow,Writer,Writing
1851,6957,4495,Steve Carell,Writer,Writing
1852,419704,20561,James Gray,Screenplay,Writing
1853,419704,1750900,Ethan Gross,Screenplay,Writing
1854,419704,20561,James Gray,Director,Directing
1855,11321,20646,Gabriele Muccino,Director,Directing
1856,11321,70305,Grant Nieporte,Screenplay,Writing
1857,1933,19840,Alejandro Amenábar,Writer,Writing
1858,1933,19840,Alejandro Amenábar,Director,Directing
1859,100,956,Guy Ritchie,Director,Directing
1860,100,956,Guy Ritchie,Screenplay,Writing
1861,370172,87257,Cary Joji Fukunaga,Director,Directing
1862,370172,10783,Robert Wade,Screenplay,Writing
1863,370172,1023483,Phoebe Waller-Bridge,Screenplay,Writing
1864,370172,10782,Neal Purvis,Screenplay,Writing
